Id	Lemma / verb	ف ع ل root  ماده 	و ز ن	Pattern  Name (for sorting similar patterns)	Pattern / Weight / Measure	Buckwalter (lemmas) , basic translation (verbal data) (click to: 1. study this entry further 2. study roots also + remaining patterns from same root 3. Post correction messages on corpus messageboard)	frequency	Part-of-speech (for lemmas)	ل	ل	ل	ع	ف	
2876	إِعْصَار	ع ص ر	إِفْعَال	vb.IV.ptrn.vn.N	if'aal (vb.IV.ptrn.vn.N for noun coming on pattern of form IV verbal noun)	<iEoSaAr	1	Noun			ر	ص	ع	
2877	يَعْصِرُ	ع ص ر		I		to press	2				ر	ص	ع	
2878	عَصْف	ع ص ف	فَعْل	N21.1	fa'l	EaSof2	1	Noun			ف	ص	ع	
2879	عَصْف	ع ص ف	فَعْل	N21.1z.cl.gn	fa'l	EaSof	2	Noun			ف	ص	ع	
2880	عَاصِف	ع ص ف	فَاعِل	vb.I.ap	faa'il	EaASif	2	Adjective (1), Noun (1)			ف	ص	ع	
2881	عَٰصِفَٰت	ع ص ف	(فَاعِلَة) فَاعِلَات	vb.I.ap t	faa'il aat.pl	Ea`Sifa`t	1	Noun			ف	ص	ع	
2882	عَاصِفَة	ع ص ف	فَاعِلَة	vb.I.ap t	faa'il at	EaASifap	1	Noun			ف	ص	ع	
2883	عِصَم	ع ص م	(فِعْلَة) فِعَل	N23.1z.pl t.s	fi'al pl of fi'l at	EiSam	1	Noun			م	ص	ع	
2884	عَاصِم	ع ص م	فَاعِل	vb.I.ap	faa'il	EaASim	3	Noun			م	ص	ع	
2885	يَعْصِمُ	ع ص م		I		to save, to protect	3				م	ص	ع	
2886	ٱعْتَصَمُ	ع ص م		VIII		to hold fast	5				م	ص	ع	
2887	ٱسْتَعْصَمَ	ع ص م		X		to save	1				م	ص	ع	
2888	عَصَا	ع ص و	فَعَل	N21.4	fa'al	EaSaA2	10	Noun			و	ص	ع	
2889	عِصِيّ	ع ص و	 (فَعَل) فُعُول	N21.4z.pl	fu'ool pl of fa'al ('isiyy written instead of 'usoow/ 'usuww. See Lane/Wright for details)	EiSiy~	2	Noun			و	ص	ع	
2890	عِصْيَان	ع ص ي	فِعْلَان	N03.3	fi'laan	EiSoyaAn	1	Noun			ي	ص	ع	
2891	عَصِيّ	ع ص ي	فَعِيل	N13.1	fa'eel	EaSiy~	2	Adjective (1), Noun (1)			ي	ص	ع	
2892	مَعْصِيَت	ع ص ي	مَفْعِلَة	N19.2t	maf'il at	maEoSiyat	2	Noun			ي	ص	ع	
2893	عَصَا	ع ص ي		I		to disobey	27				ي	ص	ع	
2894	عَضُد	ع ض د	فَعُل	N21.5	fa'ul	EaDud	2	Noun			د	ض	ع	
2895	عَضُّ	ع ض ض		I		to bite	2				ض	ض	ع	
2896	تَعْضُلُ	ع ض ل		I		to hinder, to constrain	2				ل	ض	ع	
2897	عِضِين	ع ض و	(فِعَلَة) فِعِين	N23.5z.pl t.s	fi'een pl of fi'al at (check its pattern from other books also)	EiDiyn	1	Noun			و	ض	ع	
2898	عِطْف	ع ط ف	فِعْل	N23.1	fi'l	EiTof	1	Noun			ف	ط	ع	
2899	مُّعَطَّلَة	ع ط ل	مُفَعَّلَة	vb.II.pp t	mufa''al at	m~uEaT~alap	1	Noun			ل	ط	ع	
2900	عُطِّلَتْ	ع ط ل		II		to leave untended	1				ل	ط	ع	
2901	عَطَآء	ع ط و	فَعَال	N11.1	fa'aal	EaTaA^'	5	Noun			و	ط	ع	
2902	أَعْطَىٰ	ع ط و		IV		to give	8				و	ط	ع	
2903	تَعَاطَىٰ	ع ط و		VI		to take	1				و	ط	ع	
2904	أَعْظَم	ع ظ م	أَفْعَل	N06.1 comp/supr	af'al	>aEoZam	3	Noun (2), Adjective (1)			م	ظ	ع	
2905	عَظِيم	ع ظ م	فَعِيل	N13.1	fa'eel	EaZiym	120	Adjective (104), Noun (16)			م	ظ	ع	
2906	عَظْم	ع ظ م	فَعْل	N21.1z.cl	fa'l	EaZom	2	Noun			م	ظ	ع	
2907	يُعَظِّمْ	ع ظ م		II		to honor	2				م	ظ	ع	
2908	يُعْظِمْ	ع ظ م		IV		to make great	1				م	ظ	ع	
2909	عِفْرِيت	ع ف ر	فِعْلِيت	N08.5	fi'leet	Eiforiyt	1	Noun			ر	ف	ع	
2910	تَّعَفُّف	ع ف ف	تَفَعُّل	vb.V.vn	tafa''ul	t~aEaf~uf	1	Noun			ف	ف	ع	
2911	يَسْتَعْفِفْ	ع ف ف		X		to refrain, to be chaste	3				ف	ف	ع	
2912	عَفُوّ	ع ف و	فَعُول	N12.1	fa'ool	Eafuw~	5	Noun			و	ف	ع	
2913	عَفْو	ع ف و	فَعْل	N21.1	fa'l	Eafow	2	Noun			و	ف	ع	
2914	عَافِين	ع ف و	(فَاعِل) فَاعِلِين	vb.I.ap	faa'il een.pl	EaAfiyn	1	Noun			و	ف	ع	
2915	عَفَا	ع ف و		I		to forgive, to pardon	27				و	ف	ع	
2916	عُقْبَى	ع ق ب	فُعْلَىٰ	N05.2	fu'laa	EuqobaY	6	Noun			ب	ق	ع	
2917	عِقَاب	ع ق ب	فِعَال	N11.3 vb.III.vn	fi'aal	EiqaAb	20	Noun			ب	ق	ع	
2918	عَقَبَة	ع ق ب	فَعَلَة	N21.4t	fa'al at	Eaqabap	2	Noun			ب	ق	ع	
2919	عَقِب	ع ق ب	فَعِل	N21.6	fa'il	Eaqib	8	Noun			ب	ق	ع	
2920	عُقْب	ع ق ب	فُعْل	N22.1	fu'l	Euqob	1	Noun			ب	ق	ع	
2921	عَٰقِبَة	ع ق ب	فَاعِلَة	vb.I.ptrn.ap.N.t	faa'il at	Ea`qibap	32	Noun			ب	ق	ع	
2922	مُعَقِّب	ع ق ب	مُفَعِّل	vb.II.ap	mufa''il	muEaq~ib	1	Noun			ب	ق	ع	
2923	مُعَقِّبَٰت	ع ق ب	(مُفَعِّلَة) مُفَعِّلَات 	vb.II.ap t	mufa''il aat.pl	muEaq~iba`t	1	Noun			ب	ق	ع	
2924	يُعَقِّبْ	ع ق ب		II		to look back, to return	2				ب	ق	ع	
2925	عَاقَبَ	ع ق ب		III		to retaliate	6				ب	ق	ع	
2926	أَعْقَبَ	ع ق ب		IV		to penalize	1				ب	ق	ع	
2927	عُقُود	ع ق د	(فَعْل) فُعُول	N21.1z.pl	fu'ool pl of fa'l	Euquwd	1	Noun			د	ق	ع	
2928	عُقْدَة	ع ق د	فُعْلَة	N22.1t	fu'l at	Euqodap	4	Noun			د	ق	ع	
2929	عَقَدَتْ	ع ق د		I		to pledge	1				د	ق	ع	
2930	عَقَّد	ع ق د		II		to contract	1				د	ق	ع	
2931	عَاقِر	ع ق ر	فَاعِل	vb.I.ptrn.ap.N	faa'il	EaAqir	3	Noun			ر	ق	ع	
2932	عَقَرَ	ع ق ر		I		to hamstrung	5				ر	ق	ع	
2933	عَقَلُ	ع ق ل		I		to understand, to reason	49				ل	ق	ع	
2934	عَقِيم	ع ق م	فَعِيل	N13.1	fa'eel	Eaqiym	4	Adjective (3), Noun (1)			م	ق	ع	
2935	عَاكِف	ع ك ف	فَاعِل	vb.I.ap	faa'il	EaAkif	7	Noun			ف	ك	ع	
2936	مَعْكُوف	ع ك ف	مَفْعُول	vb.I.pp	maf'ool	maEokuwf	1	Noun			ف	ك	ع	
2937	يَعْكُفُ	ع ك ف		I		to devote	1				ف	ك	ع	
2938	عَلَق	ع ل ق	فَعَل	N21.4	fa'al	Ealaq	1	Noun			ق	ل	ع	
2939	عَلَقَة	ع ل ق	فَعَلَة	N21.4t	fa'al at	Ealaqap	5	Noun			ق	ل	ع	
2940	مُعَلَّقَة	ع ل ق	مُفَعَّلَة	vb.II.pp t.f	mufa''al at	muEal~aqap	1	Noun			ق	ل	ع	
2941	عَلَّٰم	ع ل م	فَعَّال	N01.1	fa''aal	Eal~a`m	4	Noun (2), Adjective (2)			م	ل	ع	
2942	أَعْلَم	ع ل م	أَفْعَل	N06.1	af'al	>aEolam	49	Noun (33), Adjective (16)			م	ل	ع	
2943	عَلَٰمَٰت	ع ل م	 (فَعَالَة) فَعَالَات	N11.1t	fa'aal aat.pl	Eala`ma`t	1	Noun			م	ل	ع	
2944	عَلِيم	ع ل م	فَعِيل	N13.1	fa'eel	Ealiym	163	Adjective (101), Noun (62)			م	ل	ع	
2945	عَٰلَمِين	ع ل م	(فَاعَل) فَاعَلِين	N20.1	faa'al een.pl	Ea`lamiyn	73	Noun			م	ل	ع	
2946	أَعْلَٰم	ع ل م	(فَعَل) أَفْعَال	N21.4z.pl	af'aal pl of fa'al	>aEola`m	2	Noun			م	ل	ع	
2947	عِلْم	ع ل م	فِعْل	N23.1	fi'l	Eilom	105	Noun			م	ل	ع	
2948	عَٰلِم	ع ل م	فَاعِل	vb.I.ap	faa'il	Ea`lim	18	Noun			م	ل	ع	
2949	مَّعْلُوم	ع ل م	مَفْعُول	vb.I.pp	maf'ool	m~aEoluwm	11	Noun (9), Adjective (2)			م	ل	ع	
2950	مَّعْلُومَٰت	ع ل م	(مَفْعُولَة) مَفْعُولَات	vb.I.pp t	maf'ool aat.pl	m~aEoluwma`t	2	Adjective			م	ل	ع	
2951	مُعَلَّم	ع ل م	مُفَعَّل	vb.II.pp	mufa''al	muEal~am	1	Noun			م	ل	ع	
2952	عَلِمَ	ع ل م		I		to know	382				م	ل	ع	
2953	عَلَّمَ	ع ل م		II		to teach	41				م	ل	ع	
2954	يَتَعَلَّمُ	ع ل م		V		to learn	2				م	ل	ع	
2955	عَلَانِيَة	ع ل ن	فَعَالِيَة	N11.1y't	fa'aal iyat	EalaAniyap	4	Noun			ن	ل	ع	
2956	أَعْلَن	ع ل ن		IV		to declare, to reveal, to proclaim	12				ن	ل	ع	
2957	عِلِّيِّين	ع ل و	 (فِعِّيل) فِعِّيلِين	N01.6	fi''eel een.pl	Eil~iy~iyn	2	Noun			و	ل	ع	
2958	عُلْيَا	ع ل و	فُعْلَا	N05.2 comp/supr	fu'laa  (remaining 2 lemmas have pattern fu'al not fu'laa)	EuloyaA	3	Adjective (2), Noun (1)			و	ل	ع	
2959	أَعْلَىٰ	ع ل و	أَفْعَل	N06.1	af'al	>aEolaY`	9	Noun (6), Adjective (3)			و	ل	ع	
2960	أَعْلَوْن	ع ل و	 (أَفْعَل) أَفْعَلُون	N06.1	af'al oon.pl	>aEolawon	2	Noun			و	ل	ع	
2961	عُلُوّ	ع ل و	فُعُول	N12.2	fu'ool	Euluw~	4	Noun			و	ل	ع	
2962	عَلِيّ	ع ل و	فَعِيل	N13.1	fa'eel	Ealiy~	11	Noun (8), Adjective (3)			و	ل	ع	
2963	عَالِين	ع ل و	(فَاعِل) فَاعِلِين	vb.I.ap	faa'il een.pl	EaAliyn	2	Adjective (1), Noun (1)			و	ل	ع	
2964	عَال	ع ل و	فَاعِل	vb.I.ap	faa'il	EaAl	1	Noun			و	ل	ع	
2965	عَالِي	ع ل و	فَاعِل	vb.I.ptrn.ap.N	faa'il	EaAliy	4	Noun			و	ل	ع	
2966	عَالِيَة	ع ل و	فَاعِلَة	vb.I.ptrn.ap.N.t	faa'il at	EaAliyap	2	Adjective			و	ل	ع	
2967	مُتَعَال	ع ل و	مُتَفَاعِل	vb.VI.ptrn.ap.N	mutafaa'il	mutaEaAl	1	Noun			و	ل	ع	
2968	تَعَٰلَىٰ	ع ل و		VI		to be exalted, to be high	20				و	ل	ع	
2969	تَعَالَ	ع ل و		VI		to come	8				و	ل	ع	
2970	ٱسْتَعْلَىٰ	ع ل و		X		to overcome	1				و	ل	ع	
2971	عِمَاد	ع م د	فِعَال	N11.3z.cl.gn	fi'aal (collective generic noun, 1 of such will have weight fi'aal at) 	EimaAd	1	Noun			د	م	ع	
2972	عَمَد	ع م د	(فَعُول) فَعَل	N12.1z.quasi.pl	fa'al quasi pl of fa'ool	Eamad	3	Noun			د	م	ع	
2973	مُّتَعَمِّد	ع م د	مُتَفَعِّل	vb.V.ap	mutafa''il	m~utaEam~id	2	Noun			د	م	ع	
2974	تَعَمَّدَتْ	ع م د		V		to intend	1				د	م	ع	
2975	عِمْرَٰن	ع م ر	فِعْلَان	N03.3 proper name	fi'laan	Eimora`n	3	Proper noun			ر	م	ع	
2976	عِمَارَة	ع م ر	فِعَالَة	N11.3t	fi'aal at	EimaArap	1	Noun			ر	م	ع	
2977	عَمْر	ع م ر	فَعْل	N21.1	fa'l	Eamor	1	Noun			ر	م	ع	
2978	عُمْرَة	ع م ر	فُعْلَة	N22.1t	fu'l at	Eumorap	2	Noun			ر	م	ع	
2979	عُمُر	ع م ر	فُعُل	N22.4	fu'ul	Eumur	7	Noun			ر	م	ع	
2980	مَعْمُور	ع م ر	مَفْعُول	vb.I.pp	maf'ool	maEomuwr	1	Noun			ر	م	ع	
2981	مُّعَمَّر	ع م ر	مُفَعَّل	vb.II.pp	mufa''al	m~uEam~ar	1	Noun			ر	م	ع	
2982	عَمَرُ	ع م ر		I		to maintain, to build on	4				ر	م	ع	
2983	يُعَمَّرُ	ع م ر		II		to grant life	5				ر	م	ع	
2984	ٱعْتَمَرَ	ع م ر		VIII		to perform Umrah	1				ر	م	ع	
2985	ٱسْتَعْمَرَ	ع م ر		X		to settle	1				ر	م	ع	
2986	عَمِيق	ع م ق	فَعِيل	N13.1	fa'eel	Eamiyq	1	Adjective			ق	م	ع	
2987	عَمَل	ع م ل	فَعَل	N21.4	fa'al	Eamal	71	Noun			ل	م	ع	
2988	عَٰمِل	ع م ل	فَاعِل	vb.I.ap	faa'il	Ea`mil	12	Noun			ل	م	ع	
2989	عَامِلَة	ع م ل	فَاعِلَة	vb.I.ap t	faa'il at	EaAmilap	1	Adjective			ل	م	ع	
2990	عَمِلَ	ع م ل		I		to do, to work	276				ل	م	ع	
2991	عَمّ	ع م م	فَلّ	N21.2	fall	Eam~	2	Noun			م	م	ع	
2992	عَمَّٰت	ع م م	(فَلَّة) فَلَّات	N21.2t.f	fall aat.pl	Eam~a`t	3	Noun			م	م	ع	
2993	يَعْمَهُ	ع م ه		I		to wander blindly	7				ه	م	ع	
2994	أَعْمَىٰ	ع م ي	أَفْعَل	N06.1 col/frm.qlt	af'al (its f is on pattern fa'laaa.)	>aEomaY`	21	Noun (18), Adjective (3)			ي	م	ع	
2995	عَمًى	ع م ي	فَعَل	N21.4	fa'al	EamFY	2	Noun			ي	م	ع	
2996	عَمُون	ع م ي	(فَعِل) فَعُون	N21.6z.pl	fa'oon pl of fa'il (ya of root dropped in plural)	Eamuwn	2	Adjective (1), Noun (1)			ي	م	ع	
2997	عَمِىَ	ع م ي		I		to be blind	7				ي	م	ع	
2998	عُمِّيَتْ	ع م ي		II		to obscure	1				ي	م	ع	
2999	عِنَب	ع ن ب	فِعَل	N23.5z.cl	fi'al	Einab	11	Noun			ب	ن	ع	
3000	عَنَت	ع ن ت	فَعَل	N21.4	fa'al	Eanat	1	Noun			ت	ن	ع	
3001	عَنِ	ع ن ت		I		to suffer, to be distressed	3				ت	ن	ع	
3002	أَعْنَتَ	ع ن ت		IV		to put into difficulty	1				ت	ن	ع	
3003	عَنِيد	ع ن د	فَعِيل	N13.1	fa'eel	Eaniyd	4	Adjective (3), Noun (1)			د	ن	ع	
3004	عُنُق	ع ن ق	فُعُل	N22.4	fu'ul	Eunuq	9	Noun			ق	ن	ع	
3005	عَنكَبُوت	ع ن ك ب	فَرْعَلُوت	N08.Q	far'aloot	Eankabuwt	2	Noun		ب	ك	ن	ع	
3006	عَنَتِ	ع ن و		I		to be humbled	1				و	ن	ع	
3007	عَهْد	ع ه د	فَعْل	N21.1	fa'l	Eahod	29	Noun			د	ه	ع	
3008	عَهِدَ	ع ه د		I		to make a covenant, to promise	6				د	ه	ع	
3009	عَٰهَدَ	ع ه د		III		to make a covenant	11				د	ه	ع	
3010	عِهْن	ع ه ن	فِعْل	N23.1	fi'l	Eihon	2	Noun			ن	ه	ع	
3011	عِوَج	ع و ج	فِعَل	N23.5	fi'al	Eiwaj	9	Noun			ج	و	ع	
3012	مَعَاد	ع و د	مَفْعَل	N19.1 n.plc	maf'al	maEaAd	1	Noun			د	و	ع	
3013	عَاد	ع و د	فَال	N21.3 proper name	faal	EaAd2	24	Proper noun			د	و	ع	
3014	عِيد	ع و د	فِيل	N23.3	feel	Eiyd	1	Noun			د	و	ع	
3015	عَآئِدُون	ع و د	(فَاعِل) فَاعِلُون	vb.I.ap	faa'il oon.pl	EaA^}iduwn	1	Noun			د	و	ع	
3016	عَادَ	ع و د		I		to return	18				د	و	ع	
3017	أُعِيدُ	ع و د		IV		to return	18				د	و	ع	
3018	مَعَاذ	ع و ذ	مَفْعَل	N19.1	maf'al	maEaA*	2	Noun			ذ	و	ع	
3019	عُذْ	ع و ذ		I		to seek refuge	10				ذ	و	ع	
3020	أُعِيذُ	ع و ذ		IV		to seek refuge	1				ذ	و	ع	
3021	ٱسْتَعِذْ	ع و ذ		X		to seek refuge	4				ذ	و	ع	
3022	عَوْرَة	ع و ر	فَعْلَة	N21.1t	fa'l at	Eaworap	4	Noun			ر	و	ع	
3023	مُعَوِّقِين	ع و ق	(مُفَعِّل) مُفَعِّلِين	vb.II.ap	mufa''il een.pl	muEaw~iqiyn	1	Noun			ق	و	ع	
3024	تَعُولُ	ع و ل		I		to oppress	1				ل	و	ع	
3025	عَام	ع و م	فَال	N21.3	faal	EaAm	9	Noun			م	و	ع	
3026	عَوَان	ع و ن	فَعَال	N11.1	fa'aal	EawaAn	1	Noun			ن	و	ع	
3027	مُسْتَعَان	ع و ن	مُسْتَفْعَل	vb.X.pp	mustaf'al	musotaEaAn	2	Noun			ن	و	ع	
3028	أَعَانَ	ع و ن		IV		to help	2				ن	و	ع	
3029	تَعَاوَنُ	ع و ن		VI		to help	2				ن	و	ع	
3030	ٱسْتَعِينُ	ع و ن		X		to seek help	4				ن	و	ع	
3031	أَعِيبَ	ع ي ب		I		to cause defect	1				ب	ي	ع	
3032	عِير	ع ي ر	فِيل	N23.3z.cl	feel	Eiyr	3	Noun			ر	ي	ع	
3033	مَعَاش	ع ي ش	مَفْعَل	N19.1	maf'al	maEaA$	1	Noun			ش	ي	ع	
3034	مَعِيشَة	ع ي ش	مَفْعِلَة	N19.2t	maf'il at	maEiy$ap	3	Noun			ش	ي	ع	
3035	مَعَٰيِش	ع ي ش	(مَفْعِلَة) مَفَاعِل	N19.2z.pl t.s	mafaa'il pl of maf'il at	maEa`yi$	2	Noun			ش	ي	ع	
3036	عِيشَة	ع ي ش	فِيلَة	N23.3t	feel at	Eiy$ap	2	Noun			ش	ي	ع	
3037	عَيْلَة	ع ي ل	فَعْلَة	N21.1t	fa'l at	Eayolap	1	Noun			ل	ي	ع	
3038	عَآئِل	ع ي ل	فَاعِل	vb.I.ap	faa'il	EaA^}il	1	Noun			ل	ي	ع	
3039	عِين	ع ي ن	 (فَعْلَآء) فِيل	N04.1z.pl f col/frm.qlt	feel pl of fa'laaa. (Its m is on pattern af'al N06.1 col/frm.qlt)	Eiyn	4	Noun (3), Adjective (1)			ن	ي	ع	
3040	مَّعِين	ع ي ن	مَفْعِل	N19.2	maf'il	m~aEiyn	4	Noun (3), Adjective (1)			ن	ي	ع	
3041	عَيْن	ع ي ن	فَعْل	N21.1	fa'l	Eayon	57	Noun			ن	ي	ع	
3042	عَيِي	ع ي ي		I		to tire	2				ي	ي	ع	
3043	غَبَرَة	غ ب ر	فَعَلَة	N21.4t	fa'al at	gabarap	1	Noun			ر	ب	غ	
3044	غَٰبِرِين	غ ب ر	(فَاعِل) فَاعِلِين	vb.I.ap	faa'il een.pl	ga`biriyn	7	Noun			ر	ب	غ	
3045	تَّغَابُن	غ ب ن	تَفَاعُل	vb.VI.vn	tafaa'ul	t~agaAbun	1	Noun			ن	ب	غ	
3046	غُثَآء	غ ث و	فُعَال	N11.2	fu'aal (read ghuthaaa. instead of ghuthaa. Due to madda addition due to conversion of waw into hamza. Similar is the case for remaining similar madda hamza  endings in this pattern)	guvaA^'	2	Noun			و	ث	غ	
3047	يُغَادِرُ	غ د ر		III		to leave behind	2				ر	د	غ	
3048	غَدَق	غ د ق	فَعَل	N21.4	fa'al	gadaq	1	Adjective			ق	د	غ	
3049	غَدَآء	غ د و	فَعَال	N11.1	fa'aal	gadaA^'	1	Noun			و	د	غ	
3050	غُدُوّ	غ د و	فُعُول	N12.2	fu'ool	guduw~	5	Noun			و	د	غ	
3051	غَد	غ د و	فَعْل	N21.1	fa'l (final waw dropped)	gad	5	Noun			و	د	غ	
3052	غَدَوٰة	غ د و	فَعَلَة	N21.4t	fa'al at	gadaw`p	2	Noun			و	د	غ	
3053	غَدَ	غ د و		I		to leave early	3				و	د	غ	
3054	غُرَاب	غ ر ب	فُعَال	N11.2	fu'aal	guraAb	2	Noun			ب	ر	غ	
3055	غُرُوب	غ ر ب	فُعُول	N12.2	fu'ool	guruwb	2	Noun			ب	ر	غ	
3056	مَغْرِب	غ ر ب	مَفْعِل	N19.2 n.plc	maf'il	magorib	10	Noun			ب	ر	غ	
3057	غَرْبِىّ	غ ر ب	فَعْلِيّ	N21.1y	fa'l iyy	garobiY~	1	Adjective			ب	ر	غ	
3058	غَرْبِيَّة	غ ر ب	فَعْلِيَّة	N21.1yt	fa'l iyyat	garobiy~ap	1	Noun			ب	ر	غ	
3059	غَرَبَت	غ ر ب		I		to set	2				ب	ر	غ	
3060	غَرَابِيب	غ ر ب ب	(فِرْعِيل) فَرَاعِيل	N13.Q1z.pl	faraa'eel pl of fir'eel	garaAbiyb	1	Noun		ب	ب	ر	غ	
3061	غَرُور	غ ر ر	فَعُول	N12.1	fa'ool	garuwr	3	Noun			ر	ر	غ	
3062	غُرُور	غ ر ر	فُعُول	N12.2	fu'ool	guruwr	9	Noun			ر	ر	غ	
3063	غَرَّ	غ ر ر		I		to deceive, to delude	15				ر	ر	غ	
3064	غُرْفَة	غ ر ف	فُعْلَة	N22.1t.n.un	fu'l at	gurofap	5	Noun			ف	ر	غ	
3065	غُرُفَٰت	غ ر ف	(فُعْلَة) فُعُلَات	N22.1z.pl t	fu'ul aat pl of fu'l at	gurufa`t	1	Noun			ف	ر	غ	
3066	ٱغْتَرَفَ	غ ر ف		VIII		to take	1				ف	ر	غ	
3067	غَرْق	غ ر ق	فَعْل	N21.1	fa'l	garoq	1	Noun			ق	ر	غ	
3068	غَرَق	غ ر ق	فَعَل	N21.4	fa'al	garaq	1	Noun			ق	ر	غ	
3069	مُّغْرَقُون	غ ر ق	(مُفْعَل) مُفْعَلُون	vb.IV.pp	muf'al oon.pl	m~ugoraquwn	4	Noun			ق	ر	غ	
3070	أُغْرِقُ	غ ر ق		IV		to drown	17				ق	ر	غ	
3071	غَرَام	غ ر م	فَعَال	N11.1	fa'aal	garaAm	1	Noun			م	ر	غ	
3072	مَّغْرَم	غ ر م	مَفْعَل	N19.1	maf'al	m~agoram	3	Noun			م	ر	غ	
3073	غَٰرِمِين	غ ر م	(فَاعِل) فَاعِلِين	vb.I.ap	faa'il een.pl	ga`rimiyn	1	Noun			م	ر	غ	
3074	مُغْرَمُون	غ ر م	(مُفْعَل) مُفْعَلُون	vb.IV.pp	muf'al oon.pl	mugoramuwn	1	Noun			م	ر	غ	
3075	أَغْرَيْ	غ ر و		IV		to overpower, to arouse	2				و	ر	غ	
3076	غَزْل	غ ز ل	فَعْل	N21.1	fa'l	gazol	1	Noun			ل	ز	غ	
3077	غُزًّى	غ ز و	(فَاعِل) فُعًّل	vb.I.ap z.pl 	fu''al pl of faa'il	guz~FY	1	Noun			و	ز	غ	
3078	غَسَّاق	غ س ق	فَعَّال	N01.1	fa''aal	gas~aAq	2	Noun			ق	س	غ	
3079	غَسَق	غ س ق	فَعَل	N21.4	fa'al	gasaq	1	Noun			ق	س	غ	
3080	غَاسِق	غ س ق	فَاعِل	vb.I.ptrn.ap.N	faa'il	gaAsiq	1	Noun			ق	س	غ	
3081	غِسْلِين	غ س ل	فِعْلِين	N03.7	fi'leen	gisoliyn	1	Noun			ل	س	غ	
3082	مُغْتَسَل	غ س ل	مُفْتَعَل	vb.VIII.ptrn.pp.N. plc	mufta'al	mugotasal	1	Noun			ل	س	غ	
3083	ٱغْسِلُ	غ س ل		I		to wash	1				ل	س	غ	
3084	تَغْتَسِلُ	غ س ل		VIII		to bathe	1				ل	س	غ	
3085	غِشَٰوَة	غ ش و	فِعَالَة	N11.3t	fi'aal at	gi$a`wap	2	Noun			و	ش	غ	
3086	غَٰشِيَة	غ ش و	فَاعِلَة	vb.I.ap t	faa'il at	ga`$iyap	3	Noun			و	ش	غ	
3087	مَغْشِىّ	غ ش و	مَفْعِيل	vb.I.pp	maf'eel	mago$iY~	1	Noun			و	ش	غ	
3088	غَشِيَ	غ ش و		I		to cover	13				و	ش	غ	
3089	غَشَّىٰ	غ ش و		II		to cover	3				و	ش	غ	
3090	أُغْشِيَتْ	غ ش و		IV		to cover	4				و	ش	غ	
3091	تَغَشَّىٰ	غ ش و		V		to cover	1				و	ش	غ	
3092	ٱسْتَغْشَ	غ ش و		X		to cover	2				و	ش	غ	
3093	غَصْب	غ ص ب	فَعْل	N21.1	fa'l	gaSob	1	Noun			ب	ص	غ	
3094	غُصَّة	غ ص ص	فُلَّة	N22.2t	full at	guS~ap	1	Noun			ص	ص	غ	
3095	غَضْبَٰن	غ ض ب	فَعْلَان	N03.1	fa'laan	gaDoba`n	2	Noun			ب	ض	غ	
3096	غَضَب	غ ض ب	فَعَل	N21.4	fa'al	gaDab	14	Noun			ب	ض	غ	
3097	مَغْضُوب	غ ض ب	مَفْعُول	vb.I.pp	maf'ool	magoDuwb	1	Noun			ب	ض	غ	
3098	مُغَٰضِب	غ ض ب	مُفَاعِل	vb.III.ap	mufaa'il	muga`Dib	1	Noun			ب	ض	غ	
3099	غَضِبَ	غ ض ب		I		to be angry	6				ب	ض	غ	
3100	يَغُضُّ	غ ض ض		I		to lower	4				ض	ض	غ	
3101	أَغْطَشَ	غ ط ش		IV		to darken	1				ش	ط	غ	
3102	غِطَآء	غ ط و	فِعَال	N11.3	fi'aal	giTaA^'	2	Noun			و	ط	غ	
3103	غَفَّار	غ ف ر	فَعَّال	N01.1	fa''aal	gaf~aAr	5	Adjective (3), Noun (2)			ر	ف	غ	
3104	غُفْرَان	غ ف ر	فُعْلَان	N03.2	fu'laan	guforaAn	1	Noun			ر	ف	غ	
3105	غَفُور	غ ف ر	فَعُول	N12.1	fa'ool	gafuwr	91	Noun (62), Adjective (29)			ر	ف	غ	
3106	مَّغْفِرَة	غ ف ر	مَفْعِلَة	N19.2t	maf'il at	m~agofirap	28	Noun			ر	ف	غ	
3107	غَافِر	غ ف ر	فَاعِل	vb.I.ap	faa'il	gaAfir	2	Noun			ر	ف	غ	
3108	مُسْتَغْفِرِين	غ ف ر	(مُسْتَفْعِل) مُسْتَفْعِلِين	vb.X.ap	mustaf'il een.pl	musotagofiriyn	1	Noun			ر	ف	غ	
3109	ٱسْتِغْفَار	غ ف ر	إِسْتِفْعَال	vb.X.vn	istif'aal	{sotigofaAr	1	Noun			ر	ف	غ	
3110	غَفَرَ	غ ف ر		I		to forgive	65				ر	ف	غ	
3111	ٱسْتَغْفَرَ	غ ف ر		X		to ask forgiveness	40				ر	ف	غ	
3112	غَفْلَة	غ ف ل	فَعْلَة	N21.1t	fa'l at	gafolap	5	Noun			ل	ف	غ	
3113	غَٰفِل	غ ف ل	فَاعِل	vb.I.ap	faa'il	ga`fil	27	Noun			ل	ف	غ	
3114	غَٰفِلَٰت	غ ف ل	(فَاعِلَة) فَاعِلَات	vb.I.ap t.f	faa'il aat.pl	ga`fila`t	1	Adjective			ل	ف	غ	
3115	تَغْفُلُ	غ ف ل		I		to neglect	1				ل	ف	غ	
3116	أَغْفَلْ	غ ف ل		IV		to make heedless	1				ل	ف	غ	
